"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"EMBO JOURNAL","EMBO J","WILEY","0261-4189","1460-2075","CELL BIOLOGY","SCIE","80,543","13.783","Q1","1.84","43.81"%,
"RESOURCES CONSERVATION AND RECYCLING","RESOUR CONSERV RECY","ELSEVIER","0921-3449","1879-0658","ENGINEERING, ENVIRONMENTAL","SCIE","37,861","13.716","Q1","1.63","13.92"%,
"RESOURCES CONSERVATION AND RECYCLING","RESOUR CONSERV RECY","ELSEVIER","0921-3449","1879-0658","ENVIRONMENTAL SCIENCES","SCIE","37,861","13.716","Q1","1.63","13.92"%,
"JOURNAL OF ANXIETY DISORDERS","J ANXIETY DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0887-6185","1873-7897","PSYCHIATRY","SSCI","11,739","13.711","Q1","2.18","9.96"%,
"JOURNAL OF ANXIETY DISORDERS","J ANXIETY DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0887-6185","1873-7897","PSYCHOLOGY, CLINICAL","SSCI","11,739","13.711","Q1","2.18","9.96"%,
"ACS Catalysis","ACS CATAL","AMER CHEMICAL SOC","2155-5435","2155-5435","CHEMISTRY, PHYSICAL","SCIE","114,100","13.7","Q1","1.79","9.64"%,
"eTransportation","ETRANSPORTATION","ELSEVIER","2590-1168","2590-1168","ENERGY & FUELS","SCIE","938","13.661","Q1","1.65","10.09"%,
"eTransportation","ETRANSPORTATION","ELSEVIER","2590-1168","2590-1168","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","938","13.661","Q1","1.65","10.09"%,
"eTransportation","ETRANSPORTATION","ELSEVIER","2590-1168","2590-1168","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","938","13.661","Q1","1.65","10.09"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","CLINICAL NEUROLOGY","SCIE","38,493","13.654","Q1","2.64","34.49"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","PSYCHIATRY","SCIE","38,493","13.654","Q1","2.64","34.49"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","SURGERY","SCIE","38,493","13.654","Q1","2.64","34.49"%,
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","ELSEVIER","2214-1588","2214-1588","CHEMISTRY, ANALYTICAL","SCIE","1,154","13.622","Q1","1.1","9.3"%,
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","ELSEVIER","2214-1588","2214-1588","ENVIRONMENTAL SCIENCES","SCIE","1,154","13.622","Q1","1.1","9.3"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","CHEMISTRY, MULTIDISCIPLINARY","SCIE","10,791","13.615","Q1","0.92","6.39"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","ENGINEERING, ENVIRONMENTAL","SCIE","10,791","13.615","Q1","0.92","6.39"%,
"Environmental Chemistry Letters","ENVIRON CHEM LETT","SPRINGER HEIDELBERG","1610-3653","1610-3661","ENVIRONMENTAL SCIENCES","SCIE","10,791","13.615","Q1","0.92","6.39"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,803","13.609","Q1","2.71","5.26"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","TELECOMMUNICATIONS","SCIE","2,803","13.609","Q1","2.71","5.26"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","2,803","13.609","Q1","2.71","5.26"%,
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","ELSEVIER SCI LTD","0305-7372","1532-1967","ONCOLOGY","SCIE","12,869","13.608","Q1","1.49","25.7"%,
"CATALYSIS REVIEWS-SCIENCE AND ENGINEERING","CATAL REV","TAYLOR & FRANCIS INC","0161-4940","1520-5703","CHEMISTRY, PHYSICAL","SCIE","4,347","13.6","Q1","0.59","5.97"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","CHEMISTRY, APPLIED","SCIE","19,394","13.599","Q1","1.81","2.01"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","CHEMISTRY, PHYSICAL","SCIE","19,394","13.599","Q1","1.81","2.01"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","ENERGY & FUELS","SCIE","19,394","13.599","Q1","1.81","2.01"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","ENGINEERING, CHEMICAL","SCIE","19,394","13.599","Q1","1.81","2.01"%,
"Advanced Photonics","ADV PHOTONICS","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","N/A","2577-5421","OPTICS","SCIE","1,136","13.582","Q1","3.09","99.03"%,
"Clinical Gastroenterology and Hepatology","CLIN GASTROENTEROL H","ELSEVIER SCIENCE INC","1542-3565","1542-7714","GASTROENTEROLOGY & HEPATOLOGY","SCIE","28,065","13.576","Q1","2.26","11.05"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","15,150","13.569","Q1","2.28","8.44"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","RESPIRATORY SYSTEM","SCIE","15,150","13.569","Q1","2.28","8.44"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","SURGERY","SCIE","15,150","13.569","Q1","2.28","8.44"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","TRANSPLANTATION","SCIE","15,150","13.569","Q1","2.28","8.44"%,
"REVIEW OF EDUCATIONAL RESEARCH","REV EDUC RES","SAGE PUBLICATIONS INC","0034-6543","1935-1046","EDUCATION & EDUCATIONAL RESEARCH","SSCI","13,805","13.551","Q1","5.53","21.43"%,
"Evidence-Based Mental Health","EVID-BASED MENT HEAL","BMJ PUBLISHING GROUP","1362-0347","1468-960X","PSYCHIATRY","SCIE","1,711","13.538","Q1","1.86","35.23"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","BUSINESS","SSCI","36,651","13.508","Q1","2.67","16.67"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","MANAGEMENT","SSCI","36,651","13.508","Q1","2.67","16.67"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","PSYCHOLOGY, APPLIED","SSCI","36,651","13.508","Q1","2.67","16.67"%,
"Energy & Environmental Materials","ENERGY ENVIRON MATER","WILEY","N/A","2575-0356","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,009","13.443","Q1","1.07","0.5"%,
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","SPRINGERNATURE","1359-4184","1476-5578","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","33,324","13.437","Q1","2.8","44.5"%,
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","SPRINGERNATURE","1359-4184","1476-5578","NEUROSCIENCES","SCIE","33,324","13.437","Q1","2.8","44.5"%,
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","SPRINGERNATURE","1359-4184","1476-5578","PSYCHIATRY","SCIE","33,324","13.437","Q1","2.8","44.5"%,
"DEVELOPMENTAL CELL","DEV CELL","CELL PRESS","1534-5807","1878-1551","CELL BIOLOGY","SCIE","38,913","13.417","Q1","2.39","13.35"%,
"DEVELOPMENTAL CELL","DEV CELL","CELL PRESS","1534-5807","1878-1551","DEVELOPMENTAL BIOLOGY","SCIE","38,913","13.417","Q1","2.39","13.35"%,
"SURFACE SCIENCE REPORTS","SURF SCI REP","ELSEVIER","0167-5729","1879-274X","CHEMISTRY, PHYSICAL","SCIE","4,656","13.417","Q1","0.53","15.79"%,
"SURFACE SCIENCE REPORTS","SURF SCI REP","ELSEVIER","0167-5729","1879-274X","PHYSICS, CONDENSED MATTER","SCIE","4,656","13.417","Q1","0.53","15.79"%,
"International Journal of Surgery","INT J SURG","ELSEVIER","1743-9191","1743-9159","SURGERY","SCIE","17,731","13.4","Q1","3.07","6.91"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","ENGINEERING, ENVIRONMENTAL","SCIE","148,888","13.4","Q1","2.13","11.09"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","ENVIRONMENTAL SCIENCES","SCIE","148,888","13.4","Q1","2.13","11.09"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","WATER RESOURCES","SCIE","148,888","13.4","Q1","2.13","11.09"%,
"PHARMACOLOGY & THERAPEUTICS","PHARMACOL THERAPEUT","PERGAMON-ELSEVIER SCIENCE LTD","0163-7258","1879-016X","PHARMACOLOGY & PHARMACY","SCIE","23,869","13.4","Q1","1.8","14.38"%,
"Autophagy","AUTOPHAGY","TAYLOR & FRANCIS INC","1554-8627","1554-8635","CELL BIOLOGY","SCIE","28,964","13.391","Q1","1.51","29.27"%,
"INTERNATIONAL JOURNAL OF COMPUTER VISION","INT J COMPUT VISION","SPRINGER","0920-5691","1573-1405","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","23,067","13.369","Q1","2.92","21.04"%,
"Materials Today Nano","MATER TODAY NANO","ELSEVIER","2588-8420","2588-8420","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,293","13.364","Q1","1.07","3.1"%,
"Materials Today Nano","MATER TODAY NANO","ELSEVIER","2588-8420","2588-8420","NANOSCIENCE & NANOTECHNOLOGY","SCIE","1,293","13.364","Q1","1.07","3.1"%,
"Bone Research","BONE RES","SPRINGERNATURE","2095-4700","2095-6231","CELL & TISSUE ENGINEERING","SCIE","3,576","13.362","Q1","2.32","100"%,
"JAMA Network Open","JAMA NETW OPEN","AMER MEDICAL ASSOC","2574-3805","2574-3805","MEDICINE, GENERAL & INTERNAL","SCIE","31,809","13.36","Q1","2.62","99.72"%,
"ENVIRONMENT INTERNATIONAL","ENVIRON INT","PERGAMON-ELSEVIER SCIENCE LTD","0160-4120","1873-6750","ENVIRONMENTAL SCIENCES","SCIE","61,834","13.352","Q1","1.93","99.38"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","1,944","13.341","Q1","0.66","1.64"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,944","13.341","Q1","0.66","1.64"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","VETERINARY SCIENCES","SCIE","1,944","13.341","Q1","0.66","1.64"%,
"Annual Review of Animal Biosciences","ANNU REV ANIM BIOSCI","ANNUAL REVIEWS","2165-8102","2165-8110","ZOOLOGY","SCIE","1,944","13.341","Q1","0.66","1.64"%,
"Annual Review of Cancer Biology-Series","ANNU REV CANCER BIOL","ANNUAL REVIEWS","2472-3428","2472-3428","ONCOLOGY","SCIE","1,098","13.34","Q1","2.14","14.93"%,
"CANCER RESEARCH","CANCER RES","AMER ASSOC CANCER RESEARCH","0008-5472","1538-7445","ONCOLOGY","SCIE","161,959","13.312","Q1","1.91","4.18"%,
"CLINICAL MICROBIOLOGY AND INFECTION","CLIN MICROBIOL INFEC","ELSEVIER SCI LTD","1198-743X","1469-0691","INFECTIOUS DISEASES","SCIE","30,885","13.31","Q1","1.7","21.06"%,
"CLINICAL MICROBIOLOGY AND INFECTION","CLIN MICROBIOL INFEC","ELSEVIER SCI LTD","1198-743X","1469-0691","MICROBIOLOGY","SCIE","30,885","13.31","Q1","1.7","21.06"%,
"Foundations and Trends in Information Retrieval","FOUND TRENDS INF RET","NOW PUBLISHERS INC","1554-0669","1554-0677","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","589","13.286","Q1","3.57","0"%,
"AMERICAN JOURNAL OF HEMATOLOGY","AM J HEMATOL","WILEY","0361-8609","1096-8652","HEMATOLOGY","SCIE","16,622","13.268","Q1","1.74","16.32"%,
"PLANT BIOTECHNOLOGY JOURNAL","PLANT BIOTECHNOL J","WILEY","1467-7644","1467-7652","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","16,345","13.263","Q1","2.44","90.04"%,
"PLANT BIOTECHNOLOGY JOURNAL","PLANT BIOTECHNOL J","WILEY","1467-7644","1467-7652","PLANT SCIENCES","SCIE","16,345","13.263","Q1","2.44","90.04"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","BIODIVERSITY CONSERVATION","SCIE","66,413","13.212","Q1","2.44","27.23"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","ECOLOGY","SCIE","66,413","13.212","Q1","2.44","27.23"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","ENVIRONMENTAL SCIENCES","SCIE","66,413","13.212","Q1","2.44","27.23"%,
"JOURNAL OF BUSINESS VENTURING","J BUS VENTURING","ELSEVIER","0883-9026","1873-2003","BUSINESS","SSCI","18,553","13.139","Q1","2.44","17.74"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PEDIATRICS","SCIE","25,754","13.113","Q1","2.76","16.48"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHIATRY","SCIE","25,754","13.113","Q1","2.76","16.48"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHIATRY","SSCI","25,754","13.113","Q1","2.76","16.48"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","ELSEVIER SCIENCE INC","0890-8567","1527-5418","PSYCHOLOGY, DEVELOPMENTAL","SSCI","25,754","13.113","Q1","2.76","16.48"%,
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE J SEL AREA COMM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8716","1558-0008","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","22,164","13.081","Q1","3.11","10"%,
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","IEEE J SEL AREA COMM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8716","1558-0008","TELECOMMUNICATIONS","SCIE","22,164","13.081","Q1","3.11","10"%,
"Journal of Sport and Health Science","J SPORT HEALTH SCI","SHANGHAI UNIV SPORT","2095-2546","2213-2961","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","3,773","13.077","Q1","1.91","100"%,
"Journal of Sport and Health Science","J SPORT HEALTH SCI","SHANGHAI UNIV SPORT","2095-2546","2213-2961","SPORT SCIENCES","SCIE","3,773","13.077","Q1","1.91","100"%,
"JOURNAL OF INTERNAL MEDICINE","J INTERN MED","WILEY","0954-6820","1365-2796","MEDICINE, GENERAL & INTERNAL","SCIE","15,805","13.068","Q1","1.95","32.8"%,
"MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS","MICROBIOL MOL BIOL R","AMER SOC MICROBIOLOGY","1092-2172","1098-5557","MICROBIOLOGY","SCIE","16,139","13.044","Q1","1.09","1.43"%,
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","OXFORD UNIV PRESS INC","1522-8517","1523-5866","CLINICAL NEUROLOGY","SCIE","20,825","13.029","Q1","2.38","20.76"%,
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","OXFORD UNIV PRESS INC","1522-8517","1523-5866","ONCOLOGY","SCIE","20,825","13.029","Q1","2.38","20.76"%,
"Advanced Fiber Materials","ADV FIBER MATER","SPRINGERNATURE","2524-7921","2524-793X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","756","12.958","Q1","2","3.96"%,
"Advanced Fiber Materials","ADV FIBER MATER","SPRINGERNATURE","2524-7921","2524-793X","MATERIALS SCIENCE, TEXTILES","SCIE","756","12.958","Q1","2","3.96"%,
"Chinese Journal of Catalysis","CHINESE J CATAL","SCIENCE PRESS","0253-9837","1872-2067","CHEMISTRY, APPLIED","SCIE","13,631","12.92","Q1","1.56","0.18"%,
"Chinese Journal of Catalysis","CHINESE J CATAL","SCIENCE PRESS","0253-9837","1872-2067","CHEMISTRY, PHYSICAL","SCIE","13,631","12.92","Q1","1.56","0.18"%,
"Chinese Journal of Catalysis","CHINESE J CATAL","SCIENCE PRESS","0253-9837","1872-2067","ENGINEERING, CHEMICAL","SCIE","13,631","12.92","Q1","1.56","0.18"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","28,047","12.91","Q1","2.58","91.28"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","GENETICS & HEREDITY","SCIE","28,047","12.91","Q1","2.58","91.28"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","28,047","12.91","Q1","2.58","91.28"%,
"JOURNAL OF ECONOMIC LITERATURE","J ECON LIT","AMER ECONOMIC ASSOC","0022-0515","2328-8175","ECONOMICS","SSCI","12,789","12.905","Q1","3.59","0"%,
"LEUKEMIA","LEUKEMIA","SPRINGERNATURE","0887-6924","1476-5551","HEMATOLOGY","SCIE","37,645","12.897","Q1","2.17","39.73"%,
"LEUKEMIA","LEUKEMIA","SPRINGERNATURE","0887-6924","1476-5551","ONCOLOGY","SCIE","37,645","12.897","Q1","2.17","39.73"%,
"ANAESTHESIA","ANAESTHESIA","WILEY","0003-2409","1365-2044","ANESTHESIOLOGY","SCIE","15,254","12.893","Q1","3.03","20.72"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","CELL BIOLOGY","SCIE","64,203","12.89","Q1","2.15","97.94"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","DEVELOPMENTAL BIOLOGY","SCIE","64,203","12.89","Q1","2.15","97.94"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","GENETICS & HEREDITY","SCIE","64,203","12.89","Q1","2.15","97.94"%,
"Tourism Management","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","ENVIRONMENTAL STUDIES","SSCI","38,152","12.879","Q1","3.02","4.84"%,
"Tourism Management","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","38,152","12.879","Q1","3.02","4.84"%,
"Tourism Management","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","MANAGEMENT","SSCI","38,152","12.879","Q1","3.02","4.84"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,120","12.857","Q1","0.59","11.24"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","PHYSICS, APPLIED","SCIE","5,120","12.857","Q1","0.59","11.24"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","PHYSICS, CONDENSED MATTER","SCIE","5,120","12.857","Q1","0.59","11.24"%,
"ANNALS OF TOURISM RESEARCH","ANN TOURISM RES","PERGAMON-ELSEVIER SCIENCE LTD","0160-7383","1873-7722","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","21,475","12.853","Q1","3.33","13.14"%,
"ANNALS OF TOURISM RESEARCH","ANN TOURISM RES","PERGAMON-ELSEVIER SCIENCE LTD","0160-7383","1873-7722","SOCIOLOGY","SSCI","21,475","12.853","Q1","3.33","13.14"%,
"Engineering","ENGINEERING-PRC","ELSEVIER","2095-8099","2096-0026","ENGINEERING, MULTIDISCIPLINARY","SCIE","6,776","12.834","Q1","2.84","97.07"%,
"Journal of Advanced Research","J ADV RES","ELSEVIER","2090-1232","2090-1224","MULTIDISCIPLINARY SCIENCES","SCIE","8,207","12.822","Q1","2.06","99.23"%,
"Biological Psychiatry","BIOL PSYCHIAT","ELSEVIER SCIENCE INC","0006-3223","1873-2402","NEUROSCIENCES","SCIE","51,087","12.81","Q1","2.66","22.47"%,
"Biological Psychiatry","BIOL PSYCHIAT","ELSEVIER SCIENCE INC","0006-3223","1873-2402","PSYCHIATRY","SCIE","51,087","12.81","Q1","2.66","22.47"%,
"AGE AND AGEING","AGE AGEING","OXFORD UNIV PRESS","0002-0729","1468-2834","GERIATRICS & GERONTOLOGY","SCIE","18,907","12.782","Q1","2.08","31.53"%,
"Green Energy & Environment","GREEN ENERGY ENVIRON","KEAI PUBLISHING LTD","2096-2797","2468-0257","CHEMISTRY, PHYSICAL","SCIE","2,816","12.781","Q1","1.06","98.39"%,
"Green Energy & Environment","GREEN ENERGY ENVIRON","KEAI PUBLISHING LTD","2096-2797","2468-0257","ENERGY & FUELS","SCIE","2,816","12.781","Q1","1.06","98.39"%,
"Green Energy & Environment","GREEN ENERGY ENVIRON","KEAI PUBLISHING LTD","2096-2797","2468-0257","ENGINEERING, CHEMICAL","SCIE","2,816","12.781","Q1","1.06","98.39"%,
"Green Energy & Environment","GREEN ENERGY ENVIRON","KEAI PUBLISHING LTD","2096-2797","2468-0257","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","2,816","12.781","Q1","1.06","98.39"%,
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","P NATL ACAD SCI USA","NATL ACAD SCIENCES","0027-8424","1091-6490","MULTIDISCIPLINARY SCIENCES","SCIE","860,474","12.779","Q1","2.62","37.05"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","9,679","12.777","Q1","3.34","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","9,679","12.777","Q1","3.34","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","9,679","12.777","Q1","3.34","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","TELECOMMUNICATIONS","SCIE","9,679","12.777","Q1","3.34","0"%,
"MEDICAL JOURNAL OF AUSTRALIA","MED J AUSTRALIA","WILEY","0025-729X","1326-5377","MEDICINE, GENERAL & INTERNAL","SCIE","14,683","12.776","Q1","1.61","6.98"%,
"JOURNAL OF BIOMEDICAL SCIENCE","J BIOMED SCI","BMC","1021-7770","1423-0127","CELL BIOLOGY","SCIE","8,671","12.771","Q1","1.36","99.64"%,
"JOURNAL OF BIOMEDICAL SCIENCE","J BIOMED SCI","BMC","1021-7770","1423-0127","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","8,671","12.771","Q1","1.36","99.64"%,
"Molecular Systems Biology","MOL SYST BIOL","WILEY","1744-4292","1744-4292","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","11,036","12.744","Q1","1.9","76.85"%,
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","HARBORSIDE PRESS","1540-1405","1540-1413","ONCOLOGY","SCIE","11,409","12.693","Q1","2.01","0.22"%,
"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","J EXP CLIN CANC RES","BMC","N/A","1756-9966","ONCOLOGY","SCIE","21,000","12.658","Q1","2","99.81"%,
"Annual Review of Organizational Psychology and Organizational Behavior","ANNU REV ORGAN PSYCH","ANNUAL REVIEWS","2327-0608","2327-0616","MANAGEMENT","SSCI","3,915","12.553","Q1","0.66","0"%,
"Annual Review of Organizational Psychology and Organizational Behavior","ANNU REV ORGAN PSYCH","ANNUAL REVIEWS","2327-0608","2327-0616","PSYCHOLOGY, APPLIED","SSCI","3,915","12.553","Q1","0.66","0"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","BIOPHYSICS","SCIE","79,417","12.545","Q1","2.17","2.93"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","79,417","12.545","Q1","2.17","2.93"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","CHEMISTRY, ANALYTICAL","SCIE","79,417","12.545","Q1","2.17","2.93"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","ELECTROCHEMISTRY","SCIE","79,417","12.545","Q1","2.17","2.93"%,
