"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of Citable OA
"Earth System Science Data","EARTH SYST SCI DATA","COPERNICUS GESELLSCHAFT MBH","1866-3508","1866-3516","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","5,421","11.333","Q1","2.76","99.76"%,
"Earth System Science Data","EARTH SYST SCI DATA","COPERNICUS GESELLSCHAFT MBH","1866-3508","1866-3516","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","5,421","11.333","Q1","2.76","99.76"%,
"PSYCHOLOGICAL METHODS","PSYCHOL METHODS","AMER PSYCHOLOGICAL ASSOC","1082-989X","1939-1463","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","18,605","11.302","Q1","4.03","4.72"%,
"Lancet Child & Adolescent Health","LANCET CHILD ADOLESC","ELSEVIER SCI LTD","2352-4642","2352-4642","PEDIATRICS","SCIE","3,501","11.288","Q1","3.7","14.83"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","64,794","11.277","Q1","2.46","15.81"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","CELL BIOLOGY","SCIE","64,794","11.277","Q1","2.46","15.81"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","PLANT SCIENCES","SCIE","64,794","11.277","Q1","2.46","15.81"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","ENGINEERING, ENVIRONMENTAL","SCIE","120,695","11.236","Q1","2.12","8.62"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","ENVIRONMENTAL SCIENCES","SCIE","120,695","11.236","Q1","2.12","8.62"%,
"WATER RESEARCH","WATER RES","PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448","WATER RESOURCES","SCIE","120,695","11.236","Q1","2.12","8.62"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","ETHICS","SSCI","3,052","11.229","Q1","4.08","15.63"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","MEDICAL ETHICS","SCIE","3,052","11.229","Q1","4.08","15.63"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","SOCIAL ISSUES","SSCI","3,052","11.229","Q1","4.08","15.63"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","SOCIAL SCIENCES, BIOMEDICAL","SSCI","3,052","11.229","Q1","4.08","15.63"%,
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","P NATL ACAD SCI USA","NATL ACAD SCIENCES","0027-8424","1091-6490","MULTIDISCIPLINARY SCIENCES","SCIE","799,068","11.205","Q1","2.04","39.17"%,
"JACC-Cardiovascular Interventions","JACC-CARDIOVASC INTE","ELSEVIER SCIENCE INC","1936-8798","1876-7605","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","15,448","11.195","Q1","2.19","6.58"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","CHEMISTRY, MULTIDISCIPLINARY","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","CHEMISTRY, PHYSICAL","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","NANOSCIENCE & NANOTECHNOLOGY","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","PHYSICS, APPLIED","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","PHYSICS, CONDENSED MATTER","SCIE","177,909","11.189","Q1","2.07","9.98"%,
"CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","CRIT REV FOOD SCI","TAYLOR & FRANCIS INC","1040-8398","1549-7852","FOOD SCIENCE & TECHNOLOGY","SCIE","23,226","11.176","Q1","1.41","5.07"%,
"CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","CRIT REV FOOD SCI","TAYLOR & FRANCIS INC","1040-8398","1549-7852","NUTRITION & DIETETICS","SCIE","23,226","11.176","Q1","1.41","5.07"%,
"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","J EXP CLIN CANC RES","BMC","N/A","1756-9966","ONCOLOGY","SCIE","16,718","11.161","Q1","1.94","99.81"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","AMER ASSOC CANCER RESEARCH","2326-6066","2326-6074","IMMUNOLOGY","SCIE","11,185","11.151","Q1","2.3","1.59"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","AMER ASSOC CANCER RESEARCH","2326-6066","2326-6074","ONCOLOGY","SCIE","11,185","11.151","Q1","2.3","1.59"%,
"SPORTS MEDICINE","SPORTS MED","ADIS INT LTD","0112-1642","1179-2035","SPORT SCIENCES","SCIE","23,639","11.14","Q1","2.09","28.42"%,
"SEMINARS IN IMMUNOLOGY","SEMIN IMMUNOL","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","1044-5323","1096-3618","IMMUNOLOGY","SCIE","6,814","11.13","Q1","1.03","19.57"%,
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","WILEY","1540-9295","1540-9309","ECOLOGY","SCIE","13,600","11.123","Q1","1.86","28.92"%,
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","WILEY","1540-9295","1540-9309","ENVIRONMENTAL SCIENCES","SCIE","13,600","11.123","Q1","1.86","28.92"%,
"IEEE CONTROL SYSTEMS MAGAZINE","IEEE CONTR SYST MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1066-033X","1941-000X","AUTOMATION & CONTROL SYSTEMS","SCIE","4,501","11.119","Q1","1.23","8.33"%,
"Genome Medicine","GENOME MED","BMC","1756-994X","1756-994X","GENETICS & HEREDITY","SCIE","8,115","11.117","Q1","2.39","100"%,
"ADMINISTRATIVE SCIENCE QUARTERLY","ADMIN SCI QUART","SAGE PUBLICATIONS INC","0001-8392","1930-3815","BUSINESS","SSCI","25,321","11.113","Q1","2.96","21.43"%,
"ADMINISTRATIVE SCIENCE QUARTERLY","ADMIN SCI QUART","SAGE PUBLICATIONS INC","0001-8392","1930-3815","MANAGEMENT","SSCI","25,321","11.113","Q1","2.96","21.43"%,
"Annual Review of Environment and Resources","ANNU REV ENV RESOUR","ANNUAL REVIEWS","1543-5938","1545-2050","ENVIRONMENTAL SCIENCES","SCIE","5,711","11.108","Q1","1.03","100"%,
"Annual Review of Environment and Resources","ANNU REV ENV RESOUR","ANNUAL REVIEWS","1543-5938","1545-2050","ENVIRONMENTAL STUDIES","SSCI","5,711","11.108","Q1","1.03","100"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE RESEARCH","N/A","2397-7132","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,480","11.106","Q1","1.62","100"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE RESEARCH","N/A","2397-7132","NANOSCIENCE & NANOTECHNOLOGY","SCIE","1,480","11.106","Q1","1.62","100"%,
"npj 2D Materials and Applications","NPJ 2D MATER APPL","NATURE RESEARCH","N/A","2397-7132","PHYSICS, APPLIED","SCIE","1,480","11.106","Q1","1.62","100"%,
"RADIOLOGY","RADIOLOGY","RADIOLOGICAL SOC NORTH AMERICA","0033-8419","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","72,249","11.105","Q1","2.83","5.97"%,
"Optica","OPTICA","OPTICAL SOC AMER","2334-2536","2334-2536","OPTICS","SCIE","13,404","11.104","Q1","3.42","99.58"%,
"ACTA NUMERICA","ACTA NUMER","CAMBRIDGE UNIV PRESS","0962-4929","1474-0508","MATHEMATICS","SCIE","2,429","11.091","Q1","9.33","5.88"%,
"PLOS MEDICINE","PLOS MED","PUBLIC LIBRARY SCIENCE","1549-1277","1549-1676","MEDICINE, GENERAL & INTERNAL","SCIE","42,447","11.069","Q1","3.45","99.87"%,
"Annual Review of Chemical and Biomolecular Engineering","ANNU REV CHEM BIOMOL","ANNUAL REVIEWS","1947-5438","1947-5446","CHEMISTRY, APPLIED","SCIE","2,373","11.059","Q1","0.82","0"%,
"Annual Review of Chemical and Biomolecular Engineering","ANNU REV CHEM BIOMOL","ANNUAL REVIEWS","1947-5438","1947-5446","ENGINEERING, CHEMICAL","SCIE","2,373","11.059","Q1","0.82","0"%,
"MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS","MICROBIOL MOL BIOL R","AMER SOC MICROBIOLOGY","1092-2172","1098-5557","MICROBIOLOGY","SCIE","15,205","11.056","Q1","1.32","3.23"%,
"PERSOONIA","PERSOONIA","RIJKSHERBARIUM","0031-5850","N/A","MYCOLOGY","SCIE","2,491","11.051","Q1","3.31","20"%,
"Blood Cancer Journal","BLOOD CANCER J","SPRINGERNATURE","2044-5385","2044-5385","HEMATOLOGY","SCIE","4,691","11.037","Q1","1.57","100"%,
"Blood Cancer Journal","BLOOD CANCER J","SPRINGERNATURE","2044-5385","2044-5385","ONCOLOGY","SCIE","4,691","11.037","Q1","1.57","100"%,
"AMERICAN JOURNAL OF HUMAN GENETICS","AM J HUM GENET","CELL PRESS","0002-9297","1537-6605","GENETICS & HEREDITY","SCIE","43,477","11.025","Q1","2.74","17.08"%,
"Physics of Life Reviews","PHYS LIFE REV","ELSEVIER","1571-0645","1873-1457","BIOLOGY","SCIE","1,942","11.025","Q1","1.57","13.73"%,
"Physics of Life Reviews","PHYS LIFE REV","ELSEVIER","1571-0645","1873-1457","BIOPHYSICS","SCIE","1,942","11.025","Q1","1.57","13.73"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,945","11.022","Q1","2.6","18.46"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,945","11.022","Q1","2.6","18.46"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","MANAGEMENT","SSCI","2,945","11.022","Q1","2.6","18.46"%,
"Additive Manufacturing","ADDIT MANUF","ELSEVIER","2214-8604","2214-7810","ENGINEERING, MANUFACTURING","SCIE","12,332","10.998","Q1","1.95","12.24"%,
"Additive Manufacturing","ADDIT MANUF","ELSEVIER","2214-8604","2214-7810","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","12,332","10.998","Q1","1.95","12.24"%,
"Arthritis & Rheumatology","ARTHRITIS RHEUMATOL","WILEY","2326-5191","2326-5205","RHEUMATOLOGY","SCIE","16,730","10.995","Q1","2.7","21.35"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","CHEMISTRY, PHYSICAL","SCIE","3,434","10.989","Q1","1.44","9.17"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,434","10.989","Q1","1.44","9.17"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","NANOSCIENCE & NANOTECHNOLOGY","SCIE","3,434","10.989","Q1","1.44","9.17"%,
"Journal of Travel Research","J TRAVEL RES","SAGE PUBLICATIONS INC","0047-2875","1552-6763","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","14,155","10.982","Q1","2.99","4.93"%,
"TOURISM MANAGEMENT","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","ENVIRONMENTAL STUDIES","SSCI","37,117","10.967","Q1","2.96","2.48"%,
"TOURISM MANAGEMENT","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","37,117","10.967","Q1","2.96","2.48"%,
"TOURISM MANAGEMENT","TOURISM MANAGE","ELSEVIER SCI LTD","0261-5177","1879-3193","MANAGEMENT","SSCI","37,117","10.967","Q1","2.96","2.48"%,
"PROCEEDINGS OF THE IEEE","P IEEE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9219","1558-2256","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","36,371","10.961","Q1","3.12","24.55"%,
"MASS SPECTROMETRY REVIEWS","MASS SPECTROM REV","WILEY","0277-7037","1098-2787","SPECTROSCOPY","SCIE","4,513","10.946","Q1","1.44","13.01"%,
"NUCLEAR DATA SHEETS","NUCL DATA SHEETS","ACADEMIC PRESS INC ELSEVIER SCIENCE","0090-3752","1095-9904","PHYSICS, NUCLEAR","SCIE","2,698","10.941","Q1","3.08","15.09"%,
"CEMENT AND CONCRETE RESEARCH","CEMENT CONCRETE RES","PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","51,010","10.933","Q1","2.01","6"%,
"CEMENT AND CONCRETE RESEARCH","CEMENT CONCRETE RES","PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","51,010","10.933","Q1","2.01","6"%,
"AGEING RESEARCH REVIEWS","AGEING RES REV","ELSEVIER IRELAND LTD","1568-1637","1872-9649","CELL BIOLOGY","SCIE","10,265","10.895","Q1","1.55","15.51"%,
"AGEING RESEARCH REVIEWS","AGEING RES REV","ELSEVIER IRELAND LTD","1568-1637","1872-9649","GERIATRICS & GERONTOLOGY","SCIE","10,265","10.895","Q1","1.55","15.51"%,
"AMERICAN PSYCHOLOGIST","AM PSYCHOL","AMER PSYCHOLOGICAL ASSOC","0003-066X","1935-990X","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","36,450","10.885","Q1","3.53","2.97"%,
"AMERICAN JOURNAL OF GASTROENTEROLOGY","AM J GASTROENTEROL","LIPPINCOTT WILLIAMS & WILKINS","0002-9270","1572-0241","GASTROENTEROLOGY & HEPATOLOGY","SCIE","37,891","10.864","Q1","1.92","4.47"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","BIODIVERSITY CONSERVATION","SCIE","57,195","10.863","Q1","2.55","23.44"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","ECOLOGY","SCIE","57,195","10.863","Q1","2.55","23.44"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","WILEY","1354-1013","1365-2486","ENVIRONMENTAL SCIENCES","SCIE","57,195","10.863","Q1","2.55","23.44"%,
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","58,008","10.856","Q1","2.31","3.3"%,
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","58,008","10.856","Q1","2.31","3.3"%,
"Cell Discovery","CELL DISCOV","SPRINGERNATURE","N/A","2056-5968","CELL BIOLOGY","SCIE","3,492","10.849","Q1","1.12","99.32"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","78,289","10.834","Q1","1.96","28.25"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","BIOLOGY","SCIE","78,289","10.834","Q1","1.96","28.25"%,
"CURRENT BIOLOGY","CURR BIOL","CELL PRESS","0960-9822","1879-0445","CELL BIOLOGY","SCIE","78,289","10.834","Q1","1.96","28.25"%,
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","J ALLERGY CLIN IMMUN","MOSBY-ELSEVIER","0091-6749","1097-6825","ALLERGY","SCIE","63,615","10.793","Q1","2.34","18.04"%,
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","J ALLERGY CLIN IMMUN","MOSBY-ELSEVIER","0091-6749","1097-6825","IMMUNOLOGY","SCIE","63,615","10.793","Q1","2.34","18.04"%,
"CARDIOVASCULAR RESEARCH","CARDIOVASC RES","OXFORD UNIV PRESS","0008-6363","1755-3245","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","26,768","10.787","Q1","2.09","23.83"%,
"SIAM REVIEW","SIAM REV","SIAM PUBLICATIONS","0036-1445","1095-7200","MATHEMATICS, APPLIED","SCIE","10,631","10.78","Q1","6.93","13.16"%,
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","ANNUAL REVIEWS","1936-1327","1936-1335","CHEMISTRY, ANALYTICAL","SCIE","2,788","10.745","Q1","3.09","0"%,
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","ANNUAL REVIEWS","1936-1327","1936-1335","SPECTROSCOPY","SCIE","2,788","10.745","Q1","3.09","0"%,
"Bioengineering & Translational Medicine","BIOENG TRANSL MED","WILEY","N/A","2380-6761","ENGINEERING, BIOMEDICAL","SCIE","1,105","10.711","Q1","1.75","98.97"%,
"IEEE NETWORK","IEEE NETWORK","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0890-8044","1558-156X","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","6,526","10.693","Q1","2.8","0"%,
"IEEE NETWORK","IEEE NETWORK","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0890-8044","1558-156X","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","6,526","10.693","Q1","2.8","0"%,
"IEEE NETWORK","IEEE NETWORK","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0890-8044","1558-156X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,526","10.693","Q1","2.8","0"%,
"IEEE NETWORK","IEEE NETWORK","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0890-8044","1558-156X","TELECOMMUNICATIONS","SCIE","6,526","10.693","Q1","2.8","0"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","7,025","10.68","Q1","1.21","18.94"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","BIOPHYSICS","SCIE","7,025","10.68","Q1","1.21","18.94"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","ELSEVIER","0304-419X","1879-2561","ONCOLOGY","SCIE","7,025","10.68","Q1","1.21","18.94"%,
"AGE AND AGEING","AGE AGEING","OXFORD UNIV PRESS","0002-0729","1468-2834","GERIATRICS & GERONTOLOGY","SCIE","17,131","10.668","Q1","2.06","29.03"%,
"JOURNAL OF SERVICE RESEARCH","J SERV RES-US","SAGE PUBLICATIONS INC","1094-6705","1552-7379","BUSINESS","SSCI","7,747","10.667","Q1","2.42","19.63"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","BIOPHYSICS","SCIE","69,561","10.618","Q1","2.23","1.3"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","69,561","10.618","Q1","2.23","1.3"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","CHEMISTRY, ANALYTICAL","SCIE","69,561","10.618","Q1","2.23","1.3"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","ELECTROCHEMISTRY","SCIE","69,561","10.618","Q1","2.23","1.3"%,
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","NANOSCIENCE & NANOTECHNOLOGY","SCIE","69,561","10.618","Q1","2.23","1.3"%,
"KIDNEY INTERNATIONAL","KIDNEY INT","ELSEVIER SCIENCE INC","0085-2538","1523-1755","UROLOGY & NEPHROLOGY","SCIE","52,616","10.612","Q1","3.01","19.22"%,
"Reviews in Aquaculture","REV AQUACULT","WILEY","1753-5123","1753-5131","FISHERIES","SCIE","3,528","10.592","Q1","1.97","17.92"%,
"JOURNAL OF HAZARDOUS MATERIALS","J HAZARD MATER","ELSEVIER","0304-3894","1873-3336","ENGINEERING, ENVIRONMENTAL","SCIE","137,983","10.588","Q1","1.85","2.28"%,
"JOURNAL OF HAZARDOUS MATERIALS","J HAZARD MATER","ELSEVIER","0304-3894","1873-3336","ENVIRONMENTAL SCIENCES","SCIE","137,983","10.588","Q1","1.85","2.28"%,
"Trauma Violence & Abuse","TRAUMA VIOLENCE ABUS","SAGE PUBLICATIONS INC","1524-8380","1552-8324","CRIMINOLOGY & PENOLOGY","SSCI","4,775","10.57","Q1","2.4","6.61"%,
"Trauma Violence & Abuse","TRAUMA VIOLENCE ABUS","SAGE PUBLICATIONS INC","1524-8380","1552-8324","FAMILY STUDIES","SSCI","4,775","10.57","Q1","2.4","6.61"%,
"Trauma Violence & Abuse","TRAUMA VIOLENCE ABUS","SAGE PUBLICATIONS INC","1524-8380","1552-8324","SOCIAL WORK","SSCI","4,775","10.57","Q1","2.4","6.61"%,
"Kidney International Supplements","KIDNEY INT SUPPL","ELSEVIER SCIENCE INC","2157-1724","2157-1716","UROLOGY & NEPHROLOGY","SCIE","3,207","10.545","Q1","2.65","4.55"%,
"JOURNAL OF CELL BIOLOGY","J CELL BIOL","ROCKEFELLER UNIV PRESS","0021-9525","1540-8140","CELL BIOLOGY","SCIE","79,173","10.539","Q1","1.51","99.87"%,
"LEADERSHIP QUARTERLY","LEADERSHIP QUART","ELSEVIER SCIENCE INC","1048-9843","1873-3409","MANAGEMENT","SSCI","14,059","10.517","Q1","2.16","7.14"%,
"LEADERSHIP QUARTERLY","LEADERSHIP QUART","ELSEVIER SCIENCE INC","1048-9843","1873-3409","PSYCHOLOGY, APPLIED","SSCI","14,059","10.517","Q1","2.16","7.14"%,
"IEEE Transactions on Affective Computing","IEEE T AFFECT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1949-3045","1949-3045","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","3,197","10.506","Q1","1.52","2.74"%,
"IEEE Transactions on Affective Computing","IEEE T AFFECT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1949-3045","1949-3045","COMPUTER SCIENCE, CYBERNETICS","SCIE","3,197","10.506","Q1","1.52","2.74"%,
"NPG Asia Materials","NPG ASIA MATER","NATURE RESEARCH","1884-4049","1884-4057","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","6,650","10.481","Q1","1.54","100"%,
"Journal of Advanced Research","J ADV RES","ELSEVIER","2090-1232","2090-1224","MULTIDISCIPLINARY SCIENCES","SCIE","5,927","10.479","Q1","1.23","99.65"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","36,361","10.451","Q1","2.99","4.5"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","36,361","10.451","Q1","2.99","4.5"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, THEORY & METHODS","SCIE","36,361","10.451","Q1","2.99","4.5"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","36,361","10.451","Q1","2.99","4.5"%,
"JOURNAL OF NANOBIOTECHNOLOGY","J NANOBIOTECHNOL","BMC","N/A","1477-3155","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,775","10.435","Q1","1.23","100"%,
"JOURNAL OF NANOBIOTECHNOLOGY","J NANOBIOTECHNOL","BMC","N/A","1477-3155","NANOSCIENCE & NANOTECHNOLOGY","SCIE","6,775","10.435","Q1","1.23","100"%,
"Annual Review of Virology","ANNU REV VIROL","ANNUAL REVIEWS","2327-056X","2327-0578","VIROLOGY","SCIE","2,317","10.431","Q1","2.28","0"%,
"ANNALS OF NEUROLOGY","ANN NEUROL","WILEY","0364-5134","1531-8249","CLINICAL NEUROLOGY","SCIE","43,732","10.422","Q1","2.66","27.53"%,
"ANNALS OF NEUROLOGY","ANN NEUROL","WILEY","0364-5134","1531-8249","NEUROSCIENCES","SCIE","43,732","10.422","Q1","2.66","27.53"%,
"Cancer Communications","CANCER COMMUN","WILEY","N/A","2523-3548","ONCOLOGY","SCIE","1,307","10.392","Q1","1.68","100"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,223","10.384","Q1","2.76","0.75"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","TELECOMMUNICATIONS","SCIE","2,223","10.384","Q1","2.76","0.75"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","2,223","10.384","Q1","2.76","0.75"%,
