Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
Molecular Cell,MOL CELL,CELL PRESS,1097-2765,1097-4164,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"80,767",14.5,Q1,2.66,34.74%
Molecular Cell,MOL CELL,CELL PRESS,1097-2765,1097-4164,CELL BIOLOGY,SCIE,"80,767",14.5,Q1,2.66,34.74%
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,ELSEVIER,0146-6410,1873-2224,"PHYSICS, NUCLEAR",SCIE,"5,397",14.5,Q1,1.58,17.53%
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,ELSEVIER,0146-6410,1873-2224,"PHYSICS, PARTICLES & FIELDS",SCIE,"5,397",14.5,Q1,1.58,17.53%
Bone Research,BONE RES,SPRINGERNATURE,2095-4700,2095-6231,CELL & TISSUE ENGINEERING,SCIE,"4,827",14.3,Q1,2.81,100%
JOURNAL OF INFECTION,J INFECTION,W B SAUNDERS CO LTD,0163-4453,1532-2742,INFECTIOUS DISEASES,SCIE,"13,935",14.3,Q1,2.8,34.83%
Trends in Cancer,TRENDS CANCER,CELL PRESS,2405-8025,2405-8033,ONCOLOGY,SCIE,"7,958",14.3,Q1,2.14,24.07%
TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,CELL PRESS,0167-7799,1879-3096,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"19,578",14.3,Q1,1.64,21.05%
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,ELSEVIER,2666-4984,2666-4984,ENVIRONMENTAL SCIENCES,SCIE,"1,843",14.1,Q1,2.09,98.16%
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,ELSEVIER,2666-4984,2666-4984,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"1,843",14.1,Q1,2.09,98.16%
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,ELSEVIER SCI LTD,0890-6955,1879-2170,"ENGINEERING, MANUFACTURING",SCIE,"16,691",14,Q1,2.87,17.26%
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,ELSEVIER SCI LTD,0890-6955,1879-2170,"ENGINEERING, MECHANICAL",SCIE,"16,691",14,Q1,2.87,17.26%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"5,937",14,Q1,2.49,5.73%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"5,937",14,Q1,2.49,5.73%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"5,937",14,Q1,2.49,5.73%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"CHEMISTRY, APPLIED",SCIE,"34,273",14,Q1,2,3.78%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"CHEMISTRY, PHYSICAL",SCIE,"34,273",14,Q1,2,3.78%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,ENERGY & FUELS,SCIE,"34,273",14,Q1,2,3.78%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"ENGINEERING, CHEMICAL",SCIE,"34,273",14,Q1,2,3.78%
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,PERGAMON-ELSEVIER SCIENCE LTD,0163-7827,1873-2194,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"7,503",14,Q1,1.66,36.08%
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,PERGAMON-ELSEVIER SCIENCE LTD,0163-7827,1873-2194,NUTRITION & DIETETICS,SCIE,"7,503",14,Q1,1.66,36.08%
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,CELL PRESS,0966-842X,1878-4380,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"18,276",14,Q1,1.53,23.51%
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,CELL PRESS,0966-842X,1878-4380,MICROBIOLOGY,SCIE,"18,276",14,Q1,1.53,23.51%
Trends in Chemistry,TRENDS CHEM,CELL PRESS,N/A,2589-5974,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"5,139",14,Q1,1.09,7.50%
TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,CELL PRESS,0165-6147,1873-3735,PHARMACOLOGY & PHARMACY,SCIE,"14,649",13.9,Q1,1.99,25.74%
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0733-8716,1558-0008,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"24,403",13.8,Q1,3.65,6.93%
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0733-8716,1558-0008,TELECOMMUNICATIONS,SCIE,"24,403",13.8,Q1,3.65,6.93%
Microbiome,MICROBIOME,BMC,2049-2618,2049-2618,MICROBIOLOGY,SCIE,"23,518",13.8,Q1,3.13,99.86%
CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,PERGAMON-ELSEVIER SCIENCE LTD,0272-7358,1873-7811,"PSYCHOLOGY, CLINICAL",SSCI,"22,186",13.7,Q1,2.19,24.77%
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,SPRINGERNATURE,1350-9047,1476-5403,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"30,909",13.7,Q1,1.97,51.21%
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,SPRINGERNATURE,1350-9047,1476-5403,CELL BIOLOGY,SCIE,"30,909",13.7,Q1,1.97,51.21%
Physics of Life Reviews,PHYS LIFE REV,ELSEVIER,1571-0645,1873-1457,BIOLOGY,SCIE,"2,215",13.7,Q1,1.97,32.61%
Physics of Life Reviews,PHYS LIFE REV,ELSEVIER,1571-0645,1873-1457,BIOPHYSICS,SCIE,"2,215",13.7,Q1,1.97,32.61%
TRENDS IN GENETICS,TRENDS GENET,CELL PRESS,0168-9525,1362-4555,GENETICS & HEREDITY,SCIE,"13,739",13.7,Q1,1.74,32.20%
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,ELSEVIER,2666-7762,2666-7762,HEALTH CARE SCIENCES & SERVICES,SCIE,"4,178",13.6,Q1,5.55,89.09%
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,ELSEVIER,2666-7762,2666-7762,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","4,178",13.6,Q1,5.55,89.09%
Energy Economics,ENERG ECON,ELSEVIER,0140-9883,1873-6181,ECONOMICS,SSCI,"45,941",13.6,Q1,4.32,16.57%
JACC: CardioOncology,JACC-CARDIOONCOL,ELSEVIER,2666-0873,2666-0873,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,975",13.6,Q1,2.22,89.47%
JACC: CardioOncology,JACC-CARDIOONCOL,ELSEVIER,2666-0873,2666-0873,ONCOLOGY,SCIE,"1,975",13.6,Q1,2.22,89.47%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,919",13.5,Q1,1.2,100%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,919",13.5,Q1,1.2,100%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,"PHYSICS, APPLIED",SCIE,"2,919",13.5,Q1,1.2,100%
Lancet Healthy Longevity,LANCET HEALTH LONGEV,ELSEVIER,2666-7568,2666-7568,GERIATRICS & GERONTOLOGY,ESCI,"2,102",13.4,Q1,3.16,74.60%
Chemical Engineering Journal,CHEM ENG J,ELSEVIER SCIENCE SA,1385-8947,1873-3212,"ENGINEERING, CHEMICAL",SCIE,"380,201",13.4,Q1,1.87,4.86%
Chemical Engineering Journal,CHEM ENG J,ELSEVIER SCIENCE SA,1385-8947,1873-3212,"ENGINEERING, ENVIRONMENTAL",SCIE,"380,201",13.4,Q1,1.87,4.86%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"3,806",13.3,Q1,1.35,15.48%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"3,806",13.3,Q1,1.35,15.48%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"3,806",13.3,Q1,1.35,15.48%
OPHTHALMOLOGY,OPHTHALMOLOGY,ELSEVIER SCIENCE INC,0161-6420,1549-4713,OPHTHALMOLOGY,SCIE,"44,132",13.2,Q1,5.16,22.27%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"17,301",13.2,Q1,1.85,7.54%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"17,301",13.2,Q1,1.85,7.54%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"17,301",13.2,Q1,1.85,7.54%
Biochar,BIOCHAR,SPRINGER SINGAPORE PTE LTD,2524-7972,2524-7867,ENVIRONMENTAL SCIENCES,SCIE,"2,948",13.1,Q1,2.37,84.65%
Biochar,BIOCHAR,SPRINGER SINGAPORE PTE LTD,2524-7972,2524-7867,SOIL SCIENCE,SCIE,"2,948",13.1,Q1,2.37,84.65%
Advances in Applied Energy,ADV APPL ENERGY,ELSEVIER,2666-7924,2666-7924,ENERGY & FUELS,ESCI,"1,595",13.1,Q1,1.73,95.07%
TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,CELL PRESS,1471-4906,1471-4981,IMMUNOLOGY,SCIE,"16,463",13.1,Q1,1.38,26.29%
DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,PHARMACOLOGY & PHARMACY,SCIE,"19,948",13,Q1,3,29.20%
DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,TOXICOLOGY,SCIE,"19,948",13,Q1,3,29.20%
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,ELSEVIER,2468-0133,2468-0133,"ENGINEERING, MARINE",SCIE,"2,205",13,Q1,2.34,97.28%
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,ELSEVIER,2468-0133,2468-0133,"ENGINEERING, OCEAN",SCIE,"2,205",13,Q1,2.34,97.28%
Cell Discovery,CELL DISCOV,SPRINGERNATURE,N/A,2056-5968,CELL BIOLOGY,SCIE,"5,610",13,Q1,1.93,99.60%
TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,CELL PRESS,0962-8924,1879-3088,CELL BIOLOGY,SCIE,"19,039",13,Q1,1.48,20.18%
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,ELSEVIER SCIENCE INC,0040-1625,1873-5509,BUSINESS,SSCI,"50,385",12.9,Q1,2.6,22.65%
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,ELSEVIER SCIENCE INC,0040-1625,1873-5509,REGIONAL & URBAN PLANNING,SSCI,"50,385",12.9,Q1,2.6,22.65%
Blood Cancer Journal,BLOOD CANCER J,SPRINGERNATURE,2044-5385,2044-5385,HEMATOLOGY,SCIE,"6,925",12.9,Q1,2.12,99.68%
Blood Cancer Journal,BLOOD CANCER J,SPRINGERNATURE,2044-5385,2044-5385,ONCOLOGY,SCIE,"6,925",12.9,Q1,2.12,99.68%
Med,MED-CAMBRIDGE,CELL PRESS,2666-6340,2666-6340,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,"1,675",12.8,Q1,3.85,37.82%
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,MOSBY-ELSEVIER,0190-9622,1097-6787,DERMATOLOGY,SCIE,"36,705",12.8,Q1,3.65,13.93%
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,ELSEVIER SCIENCE INC,1936-878X,1876-7591,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"16,407",12.8,Q1,3.43,21.73%
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,ELSEVIER SCIENCE INC,1936-878X,1876-7591,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"16,407",12.8,Q1,3.43,21.73%
BIOMATERIALS,BIOMATERIALS,ELSEVIER SCI LTD,0142-9612,1878-5905,"ENGINEERING, BIOMEDICAL",SCIE,"111,680",12.8,Q1,2.52,13.38%
BIOMATERIALS,BIOMATERIALS,ELSEVIER SCI LTD,0142-9612,1878-5905,"MATERIALS SCIENCE, BIOMATERIALS",SCIE,"111,680",12.8,Q1,2.52,13.38%
Lancet HIV,LANCET HIV,ELSEVIER INC,2352-3018,2352-3018,IMMUNOLOGY,SCIE,"5,604",12.8,Q1,2.41,22.50%
Lancet HIV,LANCET HIV,ELSEVIER INC,2352-3018,2352-3018,INFECTIOUS DISEASES,SCIE,"5,604",12.8,Q1,2.41,22.50%
LEUKEMIA,LEUKEMIA,SPRINGERNATURE,0887-6924,1476-5551,HEMATOLOGY,SCIE,"31,588",12.8,Q1,2.15,54.72%
LEUKEMIA,LEUKEMIA,SPRINGERNATURE,0887-6924,1476-5551,ONCOLOGY,SCIE,"31,588",12.8,Q1,2.15,54.72%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"13,332",12.8,Q1,1.43,23.85%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,CELL BIOLOGY,SCIE,"13,332",12.8,Q1,1.43,23.85%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"13,332",12.8,Q1,1.43,23.85%
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,ELSEVIER,1389-5567,1873-2739,"CHEMISTRY, PHYSICAL",SCIE,"4,608",12.8,Q1,1.13,6.94%
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,ELSEVIER SCI LTD,1359-8368,1879-1069,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"76,001",12.7,Q1,3.02,9.42%
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,ELSEVIER SCI LTD,1359-8368,1879-1069,"MATERIALS SCIENCE, COMPOSITES",SCIE,"76,001",12.7,Q1,3.02,9.42%
Analytic Methods in Accident Research,ANAL METHODS ACCID R,ELSEVIER,2213-6657,2213-6665,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,"2,509",12.5,Q1,3.33,11.70%
Analytic Methods in Accident Research,ANAL METHODS ACCID R,ELSEVIER,2213-6657,2213-6665,TRANSPORTATION,SSCI,"2,509",12.5,Q1,3.33,11.70%
Communications in Transportation Research,COMMUN TRANSP RES,ELSEVIER,2772-4247,2772-4247,TRANSPORTATION,ESCI,612,12.5,Q1,2.85,85.94%
Communications in Transportation Research,COMMUN TRANSP RES,ELSEVIER,2772-4247,2772-4247,TRANSPORTATION SCIENCE & TECHNOLOGY,ESCI,612,12.5,Q1,2.85,85.94%
AGEING RESEARCH REVIEWS,AGEING RES REV,ELSEVIER IRELAND LTD,1568-1637,1872-9649,CELL BIOLOGY,SCIE,"17,162",12.5,Q1,1.56,27.59%
AGEING RESEARCH REVIEWS,AGEING RES REV,ELSEVIER IRELAND LTD,1568-1637,1872-9649,GERIATRICS & GERONTOLOGY,SCIE,"17,162",12.5,Q1,1.56,27.59%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,ENVIRONMENTAL SCIENCES,ESCI,920,12.4,Q1,2.06,94.29%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,ENVIRONMENTAL STUDIES,ESCI,920,12.4,Q1,2.06,94.29%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,ESCI,920,12.4,Q1,2.06,94.29%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,"ENGINEERING, INDUSTRIAL",SCIE,"11,534",12.3,Q1,2.25,15.19%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,"ENGINEERING, MANUFACTURING",SCIE,"11,534",12.3,Q1,2.25,15.19%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"11,534",12.3,Q1,2.25,15.19%
JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,ELSEVIER,0304-3894,1873-3336,"ENGINEERING, ENVIRONMENTAL",SCIE,"210,698",12.2,Q1,1.85,6.28%
JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,ELSEVIER,0304-3894,1873-3336,ENVIRONMENTAL SCIENCES,SCIE,"210,698",12.2,Q1,1.85,6.28%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,278",12.2,Q1,0.97,19.15%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"PHYSICS, APPLIED",SCIE,"5,278",12.2,Q1,0.97,19.15%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"PHYSICS, CONDENSED MATTER",SCIE,"5,278",12.2,Q1,0.97,19.15%
SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1044-579X,1096-3650,ONCOLOGY,SCIE,"17,821",12.1,Q1,3.32,19.17%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"27,562",12.1,Q1,2.88,92.29%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,GENETICS & HEREDITY,SCIE,"27,562",12.1,Q1,2.88,92.29%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"27,562",12.1,Q1,2.88,92.29%
BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,PERGAMON-ELSEVIER SCIENCE LTD,0734-9750,1873-1899,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"24,526",12.1,Q1,1.61,22.81%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",ESCI,"1,942",12,Q1,2.71,24.88%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,"COMPUTER SCIENCE, THEORY & METHODS",ESCI,"1,942",12,Q1,2.71,24.88%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,MULTIDISCIPLINARY SCIENCES,ESCI,"1,942",12,Q1,2.71,24.88%
PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,PERGAMON-ELSEVIER SCIENCE LTD,0163-7258,1879-016X,PHARMACOLOGY & PHARMACY,SCIE,"23,318",12,Q1,1.93,18.98%
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,ELSEVIER SCI LTD,0165-9936,1879-3142,"CHEMISTRY, ANALYTICAL",SCIE,"32,323",11.8,Q1,1.32,14.87%
International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,ELSEVIER,2095-2686,2212-6066,MINING & MINERAL PROCESSING,SCIE,"7,725",11.7,Q1,3.93,97.61%
JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,ELSEVIER SCIENCE INC,1936-8798,1876-7605,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"17,071",11.7,Q1,2.78,15.93%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1089-778X,1941-0026,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"22,296",11.7,Q1,2.76,10.57%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1089-778X,1941-0026,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"22,296",11.7,Q1,2.76,10.57%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,AUTOMATION & CONTROL SYSTEMS,SCIE,"52,579",11.7,Q1,2.57,3.88%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"52,579",11.7,Q1,2.57,3.88%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,"ENGINEERING, INDUSTRIAL",SCIE,"52,579",11.7,Q1,2.57,3.88%
Cell Reports Medicine,CELL REP MED,CELL PRESS,2666-3791,2666-3791,CELL BIOLOGY,SCIE,"5,610",11.7,Q1,2.56,92.80%
Cell Reports Medicine,CELL REP MED,CELL PRESS,2666-3791,2666-3791,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"5,610",11.7,Q1,2.56,92.80%
NEW ASTRONOMY REVIEWS,NEW ASTRON REV,ELSEVIER SCI LTD,1387-6473,1872-9630,ASTRONOMY & ASTROPHYSICS,SCIE,"1,410",11.7,Q1,2.15,37.04%
TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,CELL PRESS,0968-0004,1362-4326,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"19,720",11.7,Q1,1.35,25.23%
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,SPRINGER,0920-5691,1573-1405,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"25,505",11.6,Q1,2.82,22.91%
Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,ELSEVIER SCIENCE INC,1542-3565,1542-7714,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"28,544",11.6,Q1,2.78,21.48%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,"ENGINEERING, ENVIRONMENTAL",SCIE,"139,816",11.5,Q1,2.13,15.87%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,ENVIRONMENTAL SCIENCES,SCIE,"139,816",11.5,Q1,2.13,15.87%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,WATER RESOURCES,SCIE,"139,816",11.5,Q1,2.13,15.87%
GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,ELSEVIER,1672-0229,2210-3244,GENETICS & HEREDITY,SCIE,"5,439",11.5,Q1,1.7,94.37%
Chem Catalysis,CHEM CATALYSIS,CELL PRESS,2667-1093,2667-1093,"CHEMISTRY, PHYSICAL",ESCI,"3,478",11.5,Q1,1.34,52.48%
PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,PERGAMON-ELSEVIER SCIENCE LTD,0376-0421,1873-1724,"ENGINEERING, AEROSPACE",SCIE,"6,746",11.5,Q1,1.3,25.26%
Journal of Advanced Research,J ADV RES,ELSEVIER,2090-1232,2090-1224,MULTIDISCIPLINARY SCIENCES,SCIE,"10,841",11.4,Q1,2.63,96.79%
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,MOSBY-ELSEVIER,0091-6749,1097-6825,ALLERGY,SCIE,"58,012",11.4,Q1,2.63,27.44%
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,MOSBY-ELSEVIER,0091-6749,1097-6825,IMMUNOLOGY,SCIE,"58,012",11.4,Q1,2.63,27.44%
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,BMC,N/A,1756-9966,ONCOLOGY,SCIE,"24,726",11.4,Q1,2.35,99.78%
TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,CELL PRESS,1043-2760,1879-3061,ENDOCRINOLOGY & METABOLISM,SCIE,"12,135",11.4,Q1,1.57,19.79%
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,HUMANA PRESS INC,1046-3976,1559-0097,ENDOCRINOLOGY & METABOLISM,SCIE,"2,232",11.3,Q1,3.04,31.30%
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,HUMANA PRESS INC,1046-3976,1559-0097,PATHOLOGY,SCIE,"2,232",11.3,Q1,3.04,31.30%
SLEEP MEDICINE REVIEWS,SLEEP MED REV,W B SAUNDERS CO LTD,1087-0792,1532-2955,CLINICAL NEUROLOGY,SCIE,"13,520",11.2,Q1,1.79,24.14%
SLEEP MEDICINE REVIEWS,SLEEP MED REV,W B SAUNDERS CO LTD,1087-0792,1532-2955,NEUROSCIENCES,SCIE,"13,520",11.2,Q1,1.79,24.14%
RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,ELSEVIER,0921-3449,1879-0658,"ENGINEERING, ENVIRONMENTAL",SCIE,"47,322",11.2,Q1,1.64,22.73%
RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,ELSEVIER,0921-3449,1879-0658,ENVIRONMENTAL SCIENCES,SCIE,"47,322",11.2,Q1,1.64,22.73%
TECHNOVATION,TECHNOVATION,ELSEVIER,0166-4972,1879-2383,"ENGINEERING, INDUSTRIAL",SCIE,"11,241",11.1,Q1,2.47,33.27%
