Position,Institution,Country/territory,Count,Share
2365,Changchun Normal University,China,10,2.230194805
2366,Jining Medical University,China,18,2.228027627
2367,Catalan Institute of Oncology (ICO),Spain,82,2.224412659
2368,Institute for Systems Biology (ISB),United States of America (USA),74,2.220656103
2369,U.S. Fish and Wildlife Service (USFWS),United States of America (USA),21,2.218130123
2370,University of Richmond,United States of America (USA),20,2.217162696
2371,Bandung Institute of Technology (ITB),Indonesia,15,2.21613107
2372,The Translational Genomics Research Institute (TGen),United States of America (USA),17,2.210520103
2373,Sapporo Medical University,Japan,10,2.210144928
2374,Towson University,United States of America (USA),5,2.208823529
2375,Xijing University,China,12,2.20833976
2376,Wuhan Institute of Photochemistry and Technology (WIPT),China,18,2.206962482
2377,non-affiliated author contributions,Sweden,5,2.204761905
2378,National Institute of Biomedical Research (INRB),Democratic Republic of the Congo (DRC),12,2.201620481
2379,Kochi University,Japan,22,2.199834838
2380,University Hospital Southampton NHS Foundation Trust,United Kingdom (UK),66,2.197879226
2381,Search for Extraterrestrial Intelligence Institute (SETI Institute),United States of America (USA),28,2.195598093
2382,VNS Health,United States of America (USA),5,2.194444444
2383,QuZhou University,China,10,2.191332687
2384,Providence Health Care,Canada,42,2.190599555
2385,University of the Philippines Diliman (UPD),Philippines,58,2.188277532
2386,"Centre for Health Research and Development, Society for Applied Studies (CHRD-SAS)",India,5,2.183928571
2387,Ankara University,Turkey,102,2.181921415
2388,Eulji University,South Korea,11,2.178332281
2389,Shanghai University of Medicine and Health Sciences (SUMHS),China,18,2.173228901
2390,National Research Institute (PIB),Poland,10,2.171260175
2391,AI for Science Institute,China,18,2.171193251
2392,Tokyo Medical University,Japan,15,2.169671851
2393,Civil Aviation University of China (CAUC),China,9,2.167099567
2394,The World Bank,United States of America (USA),18,2.16181419
2395,Institute of Tropical Medicine (ITM),Belgium,15,2.161088682
2396,Binzhou Institute of Technology,China,20,2.160152116
2397,Nestlé,Switzerland,6,2.159496941
2398,Hofstra University,United States of America (USA),47,2.159323826
2399,Kashgar University,China,9,2.158882784
2400,"Department of Agriculture, Water and the Environment (AWE)",Australia,26,2.158294011
2401,Christian Medical College and Hospital (CMC Vellore),India,15,2.158118955
2402,Guangdong Women and Children Hospital,China,4,2.153571429
2403,Jiangsu Industrial Technology Research Institute (JITRI),China,17,2.153419962
2404,Donald Danforth Plant Science Center,United States of America (USA),14,2.150878495
2405,Spintronics Research Network of Japan (Spin-RnJ),Japan,33,2.150365655
2406,National Institute of Environmental Research (NIER),South Korea,9,2.150151573
2407,University of Ostrava (OSU),Czech Republic,29,2.14820483
2408,Denver Health and Hospital Authority,United States of America (USA),20,2.147531873
2409,Academy of Athens,Greece,16,2.146726569
2410,National Institute of Oceanography and Applied Geophysics - OGS,Italy,20,2.141662178
2411,State University of Santa Cruz (UESC),Brazil,9,2.138165266
2412,Ramsay Health Care,Australia,29,2.137021623
2413,Yingli Group,China,13,2.136467223
2414,"California State University, Los Angeles (CSULA)",United States of America (USA),16,2.136041283
2415,Lingnan Normal University (LNU),China,11,2.135750361
2416,Industrial Technology Research Institute (ITRI),Taiwan,10,2.134979694
2417,Kurume University,Japan,24,2.134299258
2418,non-affiliated author contributions,Germany,26,2.131747002
2419,University of Sassari (UniSS),Italy,34,2.129056256
2420,University of Massachusetts Dartmouth (UMass Dartmouth),United States of America (USA),15,2.127238543
2421,Amirkabir University of Technology (AUT),Iran,4,2.125
2422,National University of Sciences and Technology (NUST),Pakistan,14,2.124716398
2423,University of Applied Sciences Upper Austria (UASUA),Austria,7,2.12281746
2424,Saint Mary's University (SMU),Canada,20,2.11967441
2425,Northern Care Alliance NHS Foundation Trust,United Kingdom (UK),92,2.117674042
2426,LG,South Korea,10,2.117040598
2427,Centro Hospitalar Lisboa Norte (CHULN),Portugal,24,2.115213336
2428,"EVE Power Co., Ltd.",China,14,2.113433788
2429,Hebei North University (HBNU),China,9,2.113061661
2430,New York State Office of Mental Health (OMH),United States of America (USA),17,2.11197791
2431,Rouen University Hospital-Charles Nicolle (CHU de Rouen),France,40,2.110935162
2432,Shanghai Huayi Group,China,6,2.108333333
2433,Vir Biotechnology,United States of America (USA),6,2.106831087
2434,Sinopoly,China,12,2.106102265
2434,Shanghai Zijian Chemical Technology,China,12,2.106102265
2435,Istanbul University,Turkey,147,2.104931556
2436,Toronto Metropolitan University (TMU),Canada,15,2.098409695
2437,Mid Sweden University,Sweden,4,2.094086022
2438,National Institute for Medical Research (NIMR),Tanzania,18,2.092703148
2439,Synchrotron Light Research Institute,Thailand,16,2.092294225
2440,China Energy Engineering Corporation,China,15,2.090691226
2441,Huizhou University,China,15,2.09021164
2442,BridgeBio,United States of America (USA),7,2.086669318
2443,California Academy of Sciences,United States of America (USA),10,2.08452381
2444,Federal University of the State of Rio de Janeiro (UNIRIO),Brazil,7,2.082780725
2445,Wakayama Medical University,Japan,18,2.077340723
2446,Endeavor Health,United States of America (USA),19,2.077238029
2447,University of Lleida (UDL),Spain,18,2.076191769
2448,"Royal Botanic Gardens, Kew",United Kingdom (UK),19,2.075577077
2449,Ordos Laboratory,China,18,2.075453865
2450,University of Indianapolis (UIndy),United States of America (USA),4,2.073504274
2451,Natural Resources Institute Finland (LUKE),Finland,17,2.072233717
2452,SABIC,Saudi Arabia,7,2.07202381
2453,Saitama Medical University (SMU),Japan,22,2.071878591
2454,Kim Chaek University of Technology,North Korea,3,2.071428571
2455,"Owkin, Inc.",United States of America (USA),5,2.070925926
2456,Waters,United States of America (USA),7,2.070039683
2457,University of Las Palmas de Gran Canaria (ULPGC),Spain,17,2.068617253
2458,Campus Bio-Medico University,Italy,20,2.067292862
2459,"Schrödinger, LLC",United States of America (USA),5,2.065508021
2460,California Department of Public Health (CDPH),United States of America (USA),11,2.064158986
2461,Edith Cowan University (ECU),Australia,24,2.063793306
2462,Lishui University,China,10,2.061689005
2463,University of Chieti (Ud'A),Italy,18,2.061024106
2464,Ontario Institute for Cancer Research (OICR),Canada,24,2.059696179
2465,Texas Christian University (TCU),United States of America (USA),9,2.058888969
2466,Vietnam National University - Ho Chi Minh City (VNU-HCM),Vietnam,6,2.057359307
2467,Zvitambo Institute for Maternal and Child Health Research,Zimbabwe,4,2.056871671
2468,Shenyang Ligong University,China,6,2.056722689
2469,Versiti,United States of America (USA),8,2.054920034
2470,Tokyo University of Marine Science and Technology (TUMSAT),Japan,9,2.052791783
2471,University of Zanjan,Iran,4,2.05
2472,Nanhu Brain-computer Interface Institute,China,17,2.042921035
2473,Daegu University,South Korea,5,2.041666667
2474,AMO GmbH,Germany,7,2.039764239
2475,Hunan University of Technology and Business (HNUC),China,14,2.039141414
2476,Central University of Himachal Pradesh (CUHP),India,5,2.034482759
2477,Huaihua University,China,10,2.027651515
2478,St. Joseph's Hospital and Medical Center (SJHMC),United States of America (USA),20,2.025642861
2479,Fujian Cancer Hospital,China,28,2.025540736
2480,Xinte Energy,China,12,2.025356112
2481,Aero Engine Corporation of China (AECC),China,25,2.024907209
2482,"Hazen and Sawyer, D.P.C.",United States of America (USA),5,2.020238095
2483,Rothamsted Research,United Kingdom (UK),13,2.01984127
2484,University of Taipei (UT),Taiwan,5,2.019354839
2485,Guangzhou International Bio Island,China,17,2.017450687
2486,Corteva Agriscience,United States of America (USA),10,2.017066879
2487,University of South Alabama,United States of America (USA),32,2.01700396
2488,Huanghe Science and Technology College,China,8,2.016666667
2489,University of Reims Champagne-Ardenne (URCA),France,17,2.015529354
2490,V.N. Karazin Kharkiv National University,Ukraine,11,2.015250935
2491,Shimadzu,Japan,18,2.014069264
2492,General University Hospital in Prague,Czech Republic,30,2.013620183
2493,Xi'an Shiyou University (XSYU),China,21,2.012167
2494,Hanbat National University,South Korea,6,2.011446886
2495,University of Agriculture in Krakow,Poland,10,2.007920946
2496,Gauhati University,India,19,2.0040625
2497,University of Madras,India,5,2.002380952
2498,"Institute of Health and Medicine, Hefei Comprehensive National Science Center",China,14,2.002231449
2499,Okan University,Turkey,9,2.00098
2500,Yongjiang Laboratory,China,17,2.000774641
2501,University of Kinshasa (UNIKIN),Democratic Republic of the Congo (DRC),21,2.000320431
2502,National University of Computer and Emerging Sciences (NUCES),Pakistan,4,2
2502,Kyoto Pharmaceutical University,Japan,2,2
2502,American Hip Institute,United States of America (USA),2,2
2502,Yazd University,Iran,2,2
2502,National Institute of Pharmaceutical Education and Research (NIPER) - Ahmedabad,India,2,2
2503,Taiyuan Normal University,China,10,1.999969475
2504,Mount Holyoke College (MHC),United States of America (USA),8,1.998834221
2505,Shahrood University of Technology,Iran,6,1.994262211
2506,Jilin Jianzhu University (JLJU),China,14,1.994047619
2507,Missouri State University,United States of America (USA),4,1.993686869
2508,Belarusian State University (BSU),Belarus,11,1.991989683
2509,Rocky Mountain Biological Laboratory (RMBL),United States of America (USA),8,1.988888889
2510,Fiona Stanley and Fremantle Hospitals Group (FSFHG),Australia,48,1.988537182
2511,Guiyang University (GYU),China,6,1.985714286
2512,BP,United Kingdom (UK),6,1.983630952
2513,Portuguese Oncology Institute (IPO),Portugal,47,1.980992559
2514,Taichung Veterans General Hospital,Taiwan,21,1.97970872
2515,Anglia Ruskin University,United Kingdom (UK),65,1.979662478
2516,Ambry Genetics,United States of America (USA),14,1.978866205
2517,Xichang University (XCU),China,5,1.978113553
2518,Merck Group,Germany,12,1.976836029
2519,Cardiovascular Research Foundation (CRF),United States of America (USA),27,1.976416222
2520,National Atomic Energy Commission (CNEA),Argentina,20,1.9727847
2521,University of Franche-Comté (UFC),France,65,1.972341718
2522,Jamia Millia Islamia (JMI),India,10,1.970209111
2523,Hubei Luojia Laboratory,China,15,1.966692784
2524,South Dakota State University,United States of America (USA),9,1.966215508
2525,Williams College,United States of America (USA),13,1.963898919
2526,National Center for Child Health and Development (NCCHD),Japan,12,1.9638437
2527,Samarkand State University (SSU),Uzbekistan,10,1.963095238
2528,Rosatom State Atomic Energy Corporation (Rosatom),Russia,8,1.961742424
2529,Infectious Diseases Research Collaboration (IDRC),Uganda,10,1.960175091
2530,San Pablo CEU University (USPCEU),Spain,15,1.959222719
2531,University of the Azores (UAç),Portugal,39,1.956007117
2532,Oak Ridge Institute for Science and Education (ORISE),United States of America (USA),23,1.955658473
2533,Hunan University of Arts and Science (HUAS),China,10,1.955555556
2534,Federal Environment Agency Germany (UBA),Germany,12,1.953012184
2535,Charles Darwin University (CDU),Australia,19,1.952758067
2536,XPANCEO,United Arab Emirates,4,1.9504329
2537,Zhejiang University of Water Resources and Electric Power (ZJWEU),China,9,1.948448773
2538,Liaoning Technical University (LNTU),China,3,1.944444444
2539,Paracelsus Medical University (PMU),Austria,34,1.942679949
2540,Hangzhou City University (HZCU),China,14,1.942396496
2541,Ming Chi University of Technology (MCUT),Taiwan,13,1.939411493
2542,North Bristol NHS Trust,United Kingdom (UK),21,1.937240813
2543,Shenzhen Children's Hospital,China,18,1.936843761
2544,Hefei Normal University,China,15,1.936615237
2545,Polymer Competence Center Leoben (PCCL),Austria,6,1.935786436
2546,The Nature Conservancy,United States of America (USA),24,1.934969587
2547,Tianmu Lake Institute of Advanced Energy Storage Technologies (TIES),China,14,1.934961566
2548,Basque Health System (BHS),Spain,44,1.934854352
2549,Promega,United States of America (USA),7,1.934211723
2550,Veterinary Research Institute in Brno (VRI),Czech Republic,39,1.932832168
2551,Changsha Medical University,China,14,1.931198431
2552,Shanghai Qi Zhi Institute,China,26,1.931117904
2553,BioNTech,Germany,6,1.92989805
2554,University of Occupational and Environmental Health (UOEH),Japan,12,1.928565905
2555,St. Anne's University Hospital Brno (FNUSA),Czech Republic,19,1.926828298
2556,St. Mary's College of Maryland (SMCM),United States of America (USA),5,1.925516224
2557,Federal University of Mato Grosso do Sul (UFMS),Brazil,30,1.925005938
2558,Mitsubishi Chemical Holdings Corporation (MCHC),Japan,10,1.923652736
2559,Austral University of Chile (UACh),Chile,26,1.919082317
2560,Shree Guru Gobind Singh Tricentenary University (SGT University),India,5,1.918671812
2561,Wanhua Chemical,China,10,1.913822751
2561,"Hangzhou Hikvision Digital Technology Co., Ltd.",China,10,1.913822751
2562,Trinity University,United States of America (USA),4,1.913675214
2563,Medical University of Warsaw (MUW),Poland,29,1.913370715
2564,Cardiff & Vale University Health Board,United Kingdom (UK),28,1.911924977
2565,Roskilde University (RUC),Denmark,42,1.911066988
2566,University of Chinese Academy of Social Sciences (UCASS),China,12,1.910965787
2567,Korea Astronomy and Space Science Institute (KASI),South Korea,22,1.909176572
2568,College of Charleston,United States of America (USA),25,1.908587643
2569,Francisco de Vitoria University (UFV),Spain,15,1.90787718
2570,Guangzhou Women and Children's Medical Center,China,34,1.907406706
2571,North China University of Technology,China,9,1.90523643
2572,Shenyang University of Technology (SUT),China,11,1.905050505
2573,Asklepios Kliniken GmbH,Germany,62,1.904754824
2574,California Polytechnic State University (Cal Poly),United States of America (USA),23,1.902848515
2575,German Center for Infection Research (DZIF),Germany,97,1.901684581
2576,Baogang Group,China,14,1.901038314
2577,Guizhou Education University (GZEU),China,12,1.900335775
2578,JANUS,United States of America (USA),8,1.900250627
2579,Public Health Agency of Canada (PHAC),Canada,11,1.899349371
2580,BeOne Medicines,China,6,1.898475355
2581,Fukushima University,Japan,12,1.895436508
2582,Hunan Provincial People's Hospital,China,11,1.895266743
